Server Info
stallingTime (sec),0,0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1724,1983

IP,10.0.0.2
Attribute,HIGH
initTime,2023-04-13 22:51:24.114655
endTime,2023-04-13 22:53:41.326056
liveTime(sec),137.211401
startupDelay,448
Total stalling Event,0
player width,1280
player height,720
time,17.582,23.492,30.718,56.721
elapsed,0.000,5.910,13.136,39.139
bitrate,2000,1401,800,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,6.203,30.958,29.766,29.605
GMSD,0,0,0.89813,0
bitrateSwitch,0,1,1,0
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),7765,12068,2612,2148

IP,10.0.0.4
Attribute,HIGH
initTime,2023-04-13 22:51:27.382167
endTime,2023-04-13 22:53:41.326059
liveTime(sec),133.943892
startupDelay,943
Total stalling Event,0
player width,1280
player height,720
time,21.224,27.965,34.210,41.563,140.170
elapsed,0.000,6.741,12.986,20.339,118.946
bitrate,2000,1401,800,800,400
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.047,18.31,29.037,29.537,31.474
GMSD,0,0,0.71742,0,0
bitrateSwitch,0,1,1,0,1
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),7765,9294,6316,2149,973

IP,10.0.0.10
Attribute,HIGH
initTime,2023-04-13 22:51:27.817071
endTime,2023-04-13 22:53:41.326061
liveTime(sec),133.50899
startupDelay,935
Total stalling Event,0
player width,1280
player height,720
time,21.448,28.099,34.230,125.718
elapsed,0.000,6.651,12.782,104.270
bitrate,2000,1401,1401,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,7.488,16.015,27.969,31.909
GMSD,0,0,0.89969,0
bitrateSwitch,0,1,0,1
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),7765,7869,6595,2178

IP,10.0.0.24
Attribute,HIGH
initTime,2023-04-13 22:51:28.285792
endTime,2023-04-13 22:53:41.326070
liveTime(sec),133.040278
startupDelay,908
Total stalling Event,0
player width,1280
player height,720
time,22.474,29.040,35.076,58.387,61.720
elapsed,0.000,6.566,12.602,35.913,39.246
bitrate,2000,1401,1401,800,400
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,7.323,21.047,30.43,30.788,31.41
GMSD,0,0,0.87699,0,0
bitrateSwitch,0,1,0,1,1
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),7765,10502,5108,1983,1724

IP,10.0.0.16
Attribute,HIGH
initTime,2023-04-13 22:51:31.275943
endTime,2023-04-13 22:53:41.326073
liveTime(sec),130.05013
startupDelay,592
Total stalling Event,0
player width,1280
player height,720
